user_id,status,user_name,intro,followers,follow,watched_movies
171036476,1,看电影吧,,13,0,69
clzleo,1,羚羊的灵魂,别理我,423,60,1594
114515320,1,谢飞导演,北京电影学院教授,30997,24,164
renjiananhuo,1,邓安庆,"小说书写者这样一个经济收入愈来愈可疑 社会光环也愈来愈可疑的 行业  终究有个本质性的 社会现况再怎么不利却任谁也拿不走的美好内核 那就是 小说书写者的生命中很少有所谓浪费这件事 不管他之前从事的是看起来如何不相干的工作 不管他做过多少件似徒劳无功的事 甚或失败的事 不光采的事 错误的事 缺德败德的事 乃至于终日发呆游荡失了魂般的无所事事 小说书写一事宛如一方巨大奇特的海绵体 吸收力特强 甚至我们该用 大地 这个烂熟的概念来形容它 它什么都吸纳得进来 以各种高明不高明的方式分解消化成自身独特的养分 这个行业以几近是无垠的柔软宽容善待它的子民 是在别处罕见到让人已不敢想象的幸福   唐诺  微信公众号 denganqing1984",110598,345,1418
3540441,1,同志亦凡人中文站,"                           我 本 清 都 山 水 郎 万 人 如 海 一 身 藏                            最好的同志电影                           2018 > www douban com doulist 46141812 2017 > www douban com doulist 44561263 2016 > www douban com doulist 39035421 2015 > www douban com doulist 3939583 2014 > www douban com doulist 2599637 2013 > www douban com doulist 1650649 2012 > www douban com doulist 1451721 2011 > www douban com doulist 1451739 2010 > www douban com doulist 1567183 2009 > www douban com doulist 1567465 2008 > www douban com doulist 1580711  最好的同志短片                            >  >  > www douban com doulist 18493227 听不懂资源问题不回答资源问题别问我资源问题   ",49299,251,4363
yimaxxduck,1,姨妈的鸭,"点击关注↑这里   留言说掐一下   我就会 嘎~ 的(   ▽    )但是也不一定 最近我被掐的很痛我不仅不主动 而且还爱无力~~~  ps我废话超多负能量比废话都多 特别糟糕的一个人只逼逼时尚写手  种拔草农业大户  负能量鸭汤段子手微信公众号 姨妈的鸭微博 姨妈的鸭 时尚类稿件合作事宜请微信公众号后台或者微博找我 豆油是漂流瓶 小组事宜请豆油 不负责入组 请不要在我广播下面说小组的事情 会拉黑谢谢  我自己小号15年12月申请的入组没有进去 我也委屈 查无此店特辑 https   douc cc 1Y3HHX有钱无聊的时候点击http   www douban com doulist 1808112 穿搭豆列https   www douban com doulist 43707003 合作事宜请微信微博找我 说的像是能接到30块以上的活似的 ",71741,428,442
diewithme,1,王大根,"我已经把我的整个灵魂给了你 你却仿佛把它当作一朵花似的插在纽孔上 ",67229,111,2706
zhangzongqian,1,亵渎电影,"The man The myth The legend 新浪微博 亵渎电影http   weibo com 1227467604  个人公号 亵渎叔推荐请搜ID xiedudianying淘宝店 CHOOSING丑丁原创设计",57576,322,5800
ydyie,1,时间之葬,"以有尽之时 做尽无意义之事常年不看提醒 联系请豆邮",15648,142,4561
lephemera,1,蜉蝣,"We have to be very strong If we want to do something very wrong ",8585,99,3522
70686669,1,就是本怪,,13,53,59
FrankWasabi,1,芥末蘸酱,"每个人都是太阳如果你遇见黑暗就请照亮它 ",2147,146,10022
63306399,1,江寒园,"微信公众号搜索 江寒园ID jhanyuan生命的尽头 就像人在黄昏时分读书 读啊读 没有察觉到光线变暗 直到停下来休息 才猛然发现白天已经过去 天已经很暗 再低头看书却什么都看不清了 书页已不再有意义     ｜毛姆重要的不是痊愈 而是带着病痛生活下去 年与时驰 意与日去 遂成枯落 多不接世 悲守穷庐 将复何及 1   郊游  ｜蔡明亮2   纽约提喻法 ｜查理考夫曼3   爱的曝光 ｜园子温4   过客 ｜安东尼奥尼5   一代宗师 ｜王家卫6   夜与日 6   站台 ｜贾樟柯7 明日边缘妖夜慌踪 lost highway 洪尚秀维伦纽瓦杜琪峰 银河映像哈内克国产 白日焰火 钢的琴 万箭穿心鹿鼎记奇鸟形状录沉重的肉身石黑一雄 石黑的文字读起来舒服 奥康纳晦涩 卡佛枯槁 村上啰嗦 埃科掉书袋 绝大部分小说平庸 叙述太满 不知节制 只有石黑恰到好处 卡尔维诺 祖先三部曲其实一般 真正杰出的是 如果在冬夜 一个旅人生命苦于无常生活困于如常Jeder Mensch ist ein Abgrund  es schwindelt einem  wenn man hinabsieht 我曾孤单如隧道 群鸟飞离我身 夜以它毁灭般的侵袭笼罩我 ",2015,88,1347
1402913,1,大聪看电影,"定居海外影评人 好的电影如同鉴赏一幅名画 价值远不止你所触及的表面微信公众号 大聪看电影微博 大聪看电影https   www weibo com donghuadaxue?refer_flag 1001030101_百家号 大聪看电影https   baijiahao baidu com u?app_id 1593833898736105 fr bjharticle头条号 大聪看电影http   www toutiao com c user 52779256712  mid 1569153128171522知乎法号 大聪看电影https   www zhihu com people dacongmovieBilibili https   space bilibili com 253350665 ! 腾讯 http   v qq com vplus ad049d4286b89b46d198c58fb86eb4dcYoutube  https   www youtube com channel UCkM0vZ9Q2ZxxRPORzTDI7eg?view_as subscriber",18051,50,210
smee,1,smee,"她写了首诗  他的过去里没有我 寂寂的流年 深深的庭院 空房里晒着太阳 已经是古代的太阳了 我要一直跑进去 大喊 我在这儿 我在这儿呀   他没说 但是显然不喜欢 他的过去有声有色 不是那么空虚 在等着她来 ",164,13,3060
nezhaboy,1,哪吒男,"   每天都想成为别人  但醒来   还是原来那个自己 ",9329,324,2364
maqingyun,1,马庆云,"QQ 595626517",1037,28,951
grinch,1,大奇特(Grinch),"老片癡影症 掉影袋患者出商業片而不染 酌文藝片而不妖",29011,435,7083
joearde,1,阿德,"电影是美好的 盗梦创始人 我曾伺候过豆瓣影迷 微信号 美好电影公社 nicemovie  ",9429,1067,2917
jojoorc,1,JOJOORC/Z,"holy jojo母黄狸 白围脖手套 右前脚伤 大小眼 <del>头像来自沙村广明 < del>",10665,746,1154
xzfd,1,张小北,"我觉得我还可以再抢救一下  ",56620,1181,2316
bsqtzykbsqtzyk,1,小龙同学,,15,0,503
eason0210,1,乐山小佛,"嘛介绍不介绍的 乐呵乐呵得了",3754,213,5180
dreamfox,1,乌鸦火堂,"豆瓣 乌鸦火堂 微信公号 电影文酷dreamcrowfilm有人问为啥改名字 因为↓ 这个ID不发任何营销文和广告了只发自己写的综述 盘点 都是个人的文字 寻求合作请移步豆油哦 猛戳右上角所有我的文字 都是个人原创 抄袭者死全家 烟鬼色鬼王牌通宵员白日梦患者码字的民工偏文理科生不看电影就看书不看书时就看球不看球时打游戏不打游戏看漫画什么都不干了 那就写东西  不敢自称极客 是次时代科幻和异世界脑残粉 总是在挖掘科幻 恐怖电影世界观 武器设定 怪兽种类 飞行器 各种指数统计 电影之外的花边故事 这是一种强迫症 得治   偏爱邵氏 老港片 东西方恐怖片 B级片死忠 黑暗 灵异 玄学 奇幻文学爱好者 偶像洛夫克拉夫特 克里夫 巴克 林正英口味很重 且怪咖奇门遁甲左道旁门阴兵借道魑魅魍魉冥界诸神地狱圣经异次元空间道教生死书二十八星宿所罗门星图偶尔瞥两眼小清新 有时二次元变形金刚模型死忠把玩派 hottoys 麦克法兰 ss等美系模型爱好者 圣衣神话 军模收藏者 一柜子乱七八糟 家庭成员的眼中钉 身在坑中无力自拔 各位朋友千万不要像我这样支持n年无冠的阿森纳 不好意思 从02年开始就是粉丝了 虽然破厂成绩越来越不行 但我们段子多啊 永远支持 转变的不能 感谢教授!小弟神游四方 广交天下好友 您的支持就是俺的动力很无耻的推荐一下俺的微信公众账号  电影文酷 里面也都是自己独立的文字 没有任何广告和软文 微信直接搜索 dreamcrowfilm这里内容都会搬运过去 鉴于豆瓣日志蛋疼的排版方式 建议还是关注一下工号 起码那个看得不费劲大家多多批评 感谢大家支持",20512,204,4850
1852864,1,婴儿,"豆瓣只是用来记录看过的电影 ",10053,87,1692
50060410,1,朝阳区陆依萍,,3204,122,2386
jinwudu,1,津五渡,"我觉伯夷清不必 人生一世在红尘 JWD榜单  私影史华语电影TOP250https   www douban com note 682488613 ",2046,337,3007
CyberKnight,1,CyberKnight电子骑士,"微博 http   weibo com cyberknight知乎 https   www zhihu com people cyberknightIMDb https   www imdb com name nm9894225 ",7629,399,2667
Q598176297,1,恶魔奶爸Sam,"我在豆瓣的专长之一是英文 大家最好能提前知道自己的英文水平 这样看我文章会更有针对性效果更好 可以去这个网站http   www acadsoc com cn douban 3167 最完整高效 确定经过实践检验的课程 是我在唯库的课程 公众号搜索唯库 即可找到 理论 方法 都清清楚楚 别的就当我胡言乱语吧微信公众号  恶魔奶爸Sam  ID lxg milk个人微信598176297",76782,805,453
mbbbbbbbcker,1,马泽尔法克尔,"癡漢的人生不需要解釋  發科 微信公众号 motherfbbbbr个人微博 http   www weibo com mbbbbbbbcker",8254,509,269
MovieL,1,木卫二,"公众号 MOViE木卫 moviesss 人类不是固定的天体 你在转动 并不与自己本身相等 ",124811,300,4487
57451687,1,Arthur,"个人数据库 鼓励交互★豆瓣高分专辑榜★ 9 5 8 6分 欧美 http   music douban com doulist 1740437 ★豆瓣热门专辑榜★ 万人评分 欧美 http   music douban com doulist 1740481 Arthur s Album of the Year 2013http   music douban com doulist 1914128 Arthur s Album of the Year 2012http   music douban com doulist 1729408 Arthur s Album of the Year 2011http   music douban com doulist 1729416 Arthur s Album of the Year 2010http   music douban com doulist 1737490 Arthur s Album of the Decade 2000shttp   music douban com doulist 1737485 Arthur s Album of the 20th Centuryhttp   music douban com doulist 1737487 ",337,14,970
mlln,1,mlln,"大学讲师 ",54603,198,42
yinxiang,1,胤祥,"高龄正太 西班牙球迷  Sina http   t sina com cn yinxiang9z 土豆 http   www tudou com home afsan 优酷 http   i youku com i UNjc4MjY0MA 知乎 http   www zhihu com people yinxiang9z各国导演补完计划 http   www douban com note 71325111 拍过几部业余小电影 http   movie douban com celebrity 1312974 书 影 音记录http   www douban com note 187679824 罗马尼亚电影戈波奖http   www douban com note 282319306 ",25478,1007,5510
SELVEN,1,SELVEN,努力了解电影的我,2213,561,1876
90031915,1,深巷卖樱桃儿,密西根大学,10,55,262
cabaret,1,陀螺凡达可,"八七年生 成都男 射手座Living in Paris since 2007 02 27The life changing day 2015 09 24爱看电影美©国©派制片发行   巴黎如是我聞福茂的秘密情事爱上豆瓣的某某人 微博 www weibo com torovandarko 豆瓣前世 www douban com people TOROVANDARKO ",27066,278,3872
AforA,1,Kat,"                 Annihilating all that s made  To a green thought in a green shade          creative coding new media art drawing painting animation books fiction writing         ig  shedoesntknowwhatshesdoing",1492,203,1117
yuyan545,1,亚比煞,"亚比煞 Abishag  飘流之因那日是黑暗 幽冥 密云 乌黑的 好像晨光铺满山岭  珥2 2 你凄凉的时候要怎样行呢 你虽穿上朱红衣服 佩戴黄金装饰 用颜料修饰眼目 这样标致是枉然的 爱恋你的藐视你 并且寻索你的性命  耶4 30  何处有香丘 http   product dangdang com 25268441 html专栏 写作的内观  https   read douban com column 6311033 专栏 马太福音 耶稣一生的言与行 https   read douban com column 7086360 ",43440,206,1906
shunong,1,舒农,"内心戏特别多 一个更虚假的自我 http   www weibo com shunong愿每一分钟活到出神 ",921,181,1929
pirealwei,1,痞影人科莱昂,回首柳暗花明引泣但慨初生牛犊无惧,4198,38,5568
greatethan,1,阿哲系,"ins  daepyoI wanted only to live in accord with the promptings which came from my true self  Why was that so very difficult?   from Demian by Hermann Hesse It s damn very difficult even to know my true self   旅行 电影 摄影 艺术 建筑 音乐 西班牙语 喜欢的太多 想做的也很多  来不及专注   旅行国家 随机 亚洲 土耳其 阿联酋 马来西亚 越南 中国 日本 俄罗斯 韩国 朝鲜 印尼南美 秘鲁 智利 玻利维亚 阿根廷 巴西北美 美国欧洲 英国 法国 德国 比利时 西班牙 意大利 葡萄牙 摩纳哥 梵蒂冈 荷兰旅行城市 按照大约喜好顺 伦敦／纽约／旧金山／巴黎／尼斯 戛纳／马赛   里约热内卢／罗马／阿姆斯特丹／布宜诺斯艾丽斯／巴塞罗那／伊斯坦布尔／上海／拉帕斯 乌尤尼／库斯科 马丘比丘／马德里／里斯本／波士顿／北京／西安／东京／布鲁塞尔／首尔／牛津／香港／迪拜／华盛顿／洛杉矶／安特卫普／阿塔卡马／利昂／瓦伦西亚／杜塞尔多夫／科隆／布鲁日／海牙／圣地亚哥 西 摩纳哥／布里斯托／剑桥／伊瓜苏／厦门／海参崴／雅加达／河内／吉隆坡／釜山／济州岛／深圳／圣地亚哥 智 ／利马／罗新电影 Woody Allen  李安  Michael Haneke  Andrew Haigh  书籍 Alain De Botton  余华 신경숙申京淑  异邦人   活着   엄마를 부탁해  音乐 王菲 자우림 紫雨林 Queen  Florence the Machine  Dry the River  Amy Winehouse  James Bay  Tom Odell  Mumford Sons  Globe  莫文蔚  Sptiz体验／节日 格拉斯顿音乐节Glastonbury Festival  戛纳电影节Cannes Film Festival  雷丁摇滚音乐节Reading Rock Roll  Henley Festival  London Pride  圣地亚哥之路Camino de Santiago  FLARE LGBTQ 电影节",123,104,751
119145860,1,胡九点,"take it slow",2,24,327
76586750,1,Linnnnnnnn,"那都是很好很好的 可我偏偏不喜欢",16,176,1368
1233038,1,frozenmoon,"杨时旸 专栏作家 影评人  中国新闻周刊 主笔 所有转载及其他工作事宜 请豆邮 新书 孤独的影猎人 上市 豆瓣 https   book douban com subject 30218577 京东 https   item jd com 12367800 html当当 http   product dangdang com 25279696 html",69898,0,1349
aixiaoke,1,艾小柯," 脚踏实地 朴素为人  一般周末处理豆邮与信件 由于数量问题 对未能及时答复的朋友深表歉意 非自由职业者没有QQ 不玩微博不接营销或其他形式的产品宣传 不植入广告 请勿邀请勿发豆邮询问电影下载地址微信营销号请勿扰 不授权任何形式的微信公众号微信公众号未经许可转载 赔偿费500美元 千字本人统一稿费千字五百 此价以下请勿扰联系地址 aixiaoke gmail comBlog  http   aixiaoke blog 163 com 豆瓣小站 http   site douban com 109265 有声 http   site douban com widget playlist 8567465 微信公众号  wondering_aixiaoke",115100,723,2868
W3IQ7,1,IO≯,"≮ 一个无趣的人 看电影 读书 日漫 美剧什么的  喜欢一个作品其实很主观感性感觉对了就对了总是冷眼旁观 会丧失很多乐趣  要感谢 CCTV 6   LOTUS澳门莲花   CCTV 8   StarMovies卫视国际电影台   星空卫视   旅游卫视 及各个地方 地面电视台  正是因为它们 才有机会观看了那么多优秀的作品 ",1028,129,2564
plumestreet,1,雨前羽街,"大家好我叫雨前宇直是个大老粗公众号 plumestreet我可是授权了 维权骑士 这个网站的人哟~ http   www rightknights com 对我在知乎发布的文章的版权侵权行为可是会被进行追究与维权的哟~搞不好会死很惨哟~",49867,944,1433
zoic,1,野象小姐,"  越悲怆时候 我就越想嬉皮  已转战微信公众号 一万口新鲜 zoic000 快来玩   ",13016,78,701
conanemily,1,米粒,"NYKR"I lost count of the reels"影迷 翻译影评博客 http   emilyliangfilms com blog 翻译作品 http   book douban com subject 25924242  爱在黎明破晓前 爱在日落黄昏时  TLF字幕组http   subhd com u conanemilyweibo conanemily微信公共号 米粒电影院 emilyny 博客订阅 http   xianguo com section 85B09F53FC8E708D96E226E72DCFAC21http   www yilan io site 5705d0439bbd1ca141561c29https   feedly com i subscription feed 2Fhttp 3A 2F 2Femilyliangfilms com 2Fblog 2F 3Ffeed 3Drss2>New Yorker Films>Film Comment>上海电影节>多伦多电影节>纽约电影节>翠贝卡电影节>戛纳电影节联系请发豆油 或 conanemily[at]gmail",47248,396,4346
sakimay,1,黄青蕉,"    你如何证明你的生活是有意义的而别人的生活是狗屎 围脖 http   weibo com hbanana ",69612,390,2151
blacktea077,1,曾良君,"船长 是我 我是大副啊 性格别扭自己不行 还总是瞧不起别人我的淘宝店铺 王尔德的口条卖一些德国代购小物",92459,184,1312
klimax,1,玛丽莲·孟获,"278726172810454with his arms outstretched?所有权https   www douban com people 2655867 福利http   www staggeringbeauty com",3285,123,2920
xilouchen,1,西楼尘,"完整看过的电影 虔诚如朝圣一般在豆瓣打分 写短评 仿佛向这样一部片子致敬 做最后的拥抱 快进看的 看一半没坚持下来的 都不算 看过  标记的都实打实一帧帧看完的 短评字数都写满 短片 综艺 剧集暂不放在 看过 单子里 只标注电影 让看过的列表更纯粹 小众文艺新片 热门院线大片 奥斯卡提名片 小语种故事片 都是心头好 五星荡气回肠 四星优秀佳作 三星中规中矩 二星差强人意 一星极致烂片 电视人 强迫症 蓝光控 最爱导演克里斯托弗 诺兰 李安 大卫 芬奇 最爱电影 本杰明 巴顿奇事  短评只是观后感 用心感受每部电影 好片子的标准是让你感怀看电影实在是太美好了 最大的社交梦想是豆瓣取消锁定海报功能 做一个记录 是对以往时光的交代 ",11464,150,1782
feifeiyu,1,肥肥鱼,"一个关于生活的技术宅 在成都经营着叫做 有光 的工作室 教吉他和摄影 再做点家常菜                   有光摄影线上课99 套 总计100课 手机 微单 单反可学 欢迎参加 购买地址 https   dou bz 3rztB5杨姑娘家美味手作果酱 十色任选http   dou bz 25Pmhy                  作品自留地 1 身体和灵魂 总有一个要在路上 http   book douban com subject 10806089 2 最孤独的冰箱和有故事的远方 http   book douban com subject 26115710 ",104323,47,40
2265139,1,七颗栗子,"你们要爱彼此 但不要让爱成为束缚 让爱在你们灵魂之间 成为一座流动的海洋 斟酌彼此的酒杯 但不要在同一只杯中共饮 一同歌唱跳舞 但容许对方的独处 如同琵琶 纵然在同一首乐曲下颤动 琴弦还是各自独立   卡里 纪伯伦 先知 ",24589,276,1162
hexiaoqin,1,三心,"若批评不自由 则赞美无意义",7786,213,3619
2849243,1,shininglove,吐槽界三八红旗手,13132,507,3443
chesirecat,1,王小能,"  ",43264,812,373
147043226,1,张嘟嘟,,1,1,50
dreamending,1,王写写,"公众号 论戏书影 PictureWriter  按心情写字 ",2385,27,4249
dubian0816,1,渡边。,"Be the change you want to see in the world ",7630,247,1960
reave,1,谢谢你们的鱼,"老子不在乎你的关注 那些质疑我收钱写影评的 希望你们不得好死 哦对 我还蛮喜欢怼影评人的 当然 他们其实也不配叫影评人 ",1768,31,6869
odradek,1,AT,"No Faking",3238,485,294
blittlek,1,不小可,人浪中想讲讲笑话,325,169,954
fallnnino,1,外国乐器演奏员,"已经将外国乐器演奏员列入了黑名单 > 取消我不是订阅号 不接受陌生人关注新follower非间接友邻都会被拉黑One Direction博主",127,85,2125
wisely1229,1,张天翼,"是个脾气很好的女青年 曾用名 [纳兰妙殊]  [张天翼]是真名 本名 没写过 宝葫芦的秘密  写过的书在左边 作品列表 里 今年份的新书两本 散文 粉墨 https   book douban com subject 30186126 小说 性盲症患者的爱情 https   book douban com subject 27602569 我的邮箱 wisely1229 163 com                                           我们所接触的人影响到我们自身 这是真的 但我们没有接触过的人也会影响我们 有时影响更大 因为我们那么生动地想象过他们                                                               西蒙 范 布伊",47466,1266,1689
movie007wn,1,A,"我是爱你的 你是自由的            ℒℴѵℯ ~ ❤想你时你在脑海 想你时你在心田     致我曾经的爱人们hello stranger        性别男 爱好男 单身八零后 双子座 A型血 四川人食品工程专业 营养学健康管理企业 IT运营NewAge 纯音乐 OST 钢琴曲 民谣收集电影票 十年影迷 一个人去电影院关注亲密关系 个人成长 情感类心理学喜欢逛博物馆 动物园 书店 咖啡馆植物园 科技馆 公园 老街区对文博类 科普类书籍感兴趣喜欢看古建筑和地图偶尔买中国国家地理 中华遗产杂志对IT科技 财经 生活类杂志也感兴趣电视只看纪录片 新闻 电影三个频道混圈基友 同志NGO志愿者出柜十年 五段恋爱 有纹身喜欢牛奶 火锅 水果 甜品 南瓜苏东坡 李银河 小津安二郎李安 娄烨 郝蕾 章子怡 斯皮尔伯格不吃折耳根 茴香 孜然 榴莲 臭豆腐不玩网游 不吸烟 不会游泳 不会唱歌敢坐过山车 不去鬼屋和大摆锤在北京工作近十年 现在成都对性充满好奇心 愿意不断探索怕冷 怕疼 怕老鼠和蛇整理控 图片控 右键党喜欢北京故宫 颐和园 电影资料馆故宫日历 斯飞 果壳物种日历 传家      ",9341,834,2198
fantasychang,1,弗朗索瓦张。,"平静 达观 开阔 释然 这是做人的态度 但这不会是艺术的力量 真正带来震动的艺术 总是与我们的痛苦相关 而不会是快乐 －－－－－－－－－－－－－－－－－－－豆瓣目前仅用来标记看过的电影 不会再更新任何内容 不用关注 －－－－－－－－－－－－－－－－－－－请勿求资源 我大部分电影都是在法国影院看的 ",4818,728,1471
lm498521969,1,李濛Lemon,"呐 要去浪迹天涯了 ",17957,224,1549
loyoyo_O,1,木由,"玩豆瓣只为记录少女成长轨迹 谢谢你一路看下来 你要乖  Elle aima   fut aimée   et mourut   ",23453,49,796
melody1971,1,游牧人·芳汀,"Melody never say goodbye",11126,176,2696
Len.,1,恶魔的步调,　,16627,1995,4672
65569388,1,大海里的针,"独立影评人 欢迎关注 有用 分享 打赏 知乎 大海里的针影迷qq群 726779630约稿等合作事宜请豆邮  自我介绍  https   www douban com note 657676852 三观 反对一切圣母婊 伪女权 狗奴 脑残粉 极端宗教 精日 五毛 美分 毕生追求 钱 女人 自由 阅片偏好 悬疑 科幻＞恐怖 cult＞动作 战争＞喜剧 歌舞＞爱情 青春＞动画很少看老电影 偶尔看纪录片和文艺片 ",6256,6,1242
