cid,status,user_name,movie_code,votes,rate_stars,date,content,add_time
1349054142,1,同志亦凡人中文站,4920389,1678,5,2018-03-29 16:10:12,堪比“黑客帝国”的虚拟与现实切换，但没有苦大仇深的哲学思考，而是带着娱乐至死的精神，把影视游戏各种流行文化致敬了个遍。和当初的E.T.一样，童心未泯的斯皮尔伯格不经意就开启了电影的未来。宅男宅女们，欢迎来到VR纪元！（最后还不忘勿沉迷的忠告，赞赞赞~）,2018-09-21 14:56:33.084023
1349619018,1,姨妈的鸭,4920389,1671,5,2018-03-30 19:03:20,就像第一次玩俄罗斯方块，那个竖条降落的时候的感觉。我没办法给出更高的评价了。,2018-09-21 14:56:33.088125
1349694234,1,王大根,4920389,1548,5,2018-03-30 21:35:26,太好看了，我们这一代人的文化真的全在里面了，2045年你们要是建不出这样的虚拟世界，新年钟声敲响的一刻我立马举枪自杀,2018-09-21 14:56:33.093390
1349632516,1,亵渎电影,4920389,1004,5,2018-03-30 19:36:00,斯皮尔伯格是世界上最伟大的导演，他早就无须用作品证明这点，但一不小心，这部电影又给大家证明了一次！我都不记得上次在电影里目不转睛的看完一部电影，对导演的想象力佩服的五体投地是什么时候了，无论是影迷和游戏迷都能从这部电影里看到满满的爱，无处不在的彩蛋又时刻在唤醒我们心底的这份爱。,2018-09-21 14:56:33.097396
1343974151,1,时间之葬,4920389,1448,4,2018-03-19 16:02:15,老男孩斯皮尔伯格或许借此片宣告了未来电影的走向，电影不再是用来看的，而是用来玩的,2018-09-21 14:56:33.103019
1344064267,1,蜉蝣,4920389,959,5,2018-03-19 19:28:06,每一分钟都是应接不暇的彩蛋，而且确定自己只看懂了一小部分。充分满足了影迷游戏迷科幻迷动漫迷。观影、电影、游戏三个空间的同一感太棒了。某个梗出来的时候简直惊喜得跺脚。现实的部分稍弱，但是不妨碍它妥妥的五星。,2018-09-21 14:56:33.107160
1349328684,1,就是本怪,4920389,962,2,2018-03-30 02:50:23,梗的设置就会给普通观众设置很大的门槛。这个电影最大的乐趣是找梗这也是影迷的嗨点。但是除了梗之外呢，故事太简单粗暴，主角光环太重，反派智商不够，打斗场面还不够炫，男女主也不够好看，你说让我怎么喜欢。还有这个组合的成员：黑人，女人，亚裔，小孩这阵容也是没谁了吧。,2018-09-21 14:56:36.583736
1348303263,1,芥末蘸酱,4920389,908,4,2018-03-27 23:19:17,斯皮尔伯格就是那个头号玩家。,2018-09-21 14:56:36.608034
1349560749,1,江寒园,4920389,853,3,2018-03-30 16:44:42,7分 目前豆瓣9.2一片溢美 不外乎精准搔到了影迷们的嗨点 让观影量变现为成就感。新浪潮及新好莱坞以后，电影导演不同以往的一点是有了电影史意识，能够在他们的作品中有意识观照以往的电影，这部不过斯皮尔伯格的游戏之作，流行文化拼贴彩蛋集合，过于讨巧，究竟难以掩盖内涵的平庸和故事的老套,2018-09-21 14:56:36.615206
1347251691,1,大聪看电影,4920389,841,5,2018-03-25 22:09:04,第二关《闪灵》剧情的引用，是斯皮尔伯格对已故老友斯坦利.库布里克最深沉感人的问候，整部电影出现的游戏和角色，是对游戏玩家最浪漫的情书。,2018-09-21 14:56:36.619922
1348822584,1,smee,4920389,778,2,2018-03-29 01:19:06,内部票，比公映提前两天看到。整个就觉得很幼稚无聊，大概一些nerds会很喜欢吧。电影结束响起稀稀落落的两三声掌声，也是蛮好笑的,2018-09-21 14:56:36.624974
1349515918,1,哪吒男,4920389,702,5,2018-03-30 15:06:49,希望豆瓣也出VR版吧，然后我们懒洋洋傻乎乎躺在精神病角落，在豆瓣电影top250撕逼，在无人问津的9点自说自话，阿尔法城说不定还有幽灵出没。小豆不能换钱，紫豆用户是传说，该电影无法访问是恶势力的封锁，大蛋和阿北是彩蛋。嗯，谢谢你，这些年玩过的豆瓣。,2018-09-21 14:56:36.630318
1349495827,1,马庆云,4920389,640,1,2018-03-30 14:17:48,言过其实，华而不实。,2018-09-21 14:56:36.636607
1348253856,1,大奇特(Grinch),4920389,569,4,2018-03-27 21:55:10,众里寻蛋千百度，玫瑰花蕾却在灯火阑珊处。“谢谢你玩我的游戏。”——谢谢你拍这样的电影。,2018-09-21 14:56:36.641795
1322900356,1,阿德,4920389,591,5,2018-03-20 13:26:58,老斯这次真是玩炸裂了，一部让游戏迷、科幻迷、影迷、动漫粉、电子乐迷燃爆的年度科幻神作，各种梗和彩蛋不刷个两三遍是看不过来的！！（已三刷，嘻嘻）,2018-09-21 14:56:36.645933
1349554784,1,JOJOORC/Z,4920389,516,2,2018-03-30 16:31:44,睡着了三次，所谓宅向的东西都是浮皮潦草的元素堆砌。我替环太2感到不值。媒体吹爆还要不要脸？,2018-09-21 14:56:36.651580
1350384707,1,张小北,4920389,475,4,2018-03-31 22:53:55,看完之后，完全没感觉到这个电影有140分钟……时间过得好快……,2018-09-21 14:56:36.656531
1349281304,1,小龙同学,4920389,507,2,2018-03-30 00:03:14,大失所望的一部电影，不知道那些用它502各种神片的吹捧者哪来的勇气，毫无诚意，套路满满,2018-09-21 14:56:36.660616
1349609468,1,乐山小佛,4920389,524,5,2018-03-30 18:38:18,不想说那些彩蛋，其实观感是不断下降的（闪灵部分除外），因为不满意斯皮尔伯格这个级别的人还在讨好观众。看完结尾就释然了。这个级别的导演，也只有他还在抱着“谢谢你来看我的电影”拍东西。,2018-09-21 14:56:36.665979
1344258574,1,乌鸦火堂,4920389,866,5,2018-03-20 01:31:58,全程：“卧槽！牛逼！哈哈哈！这也行？！燃爆！太帅了！”游戏、动漫、电影，复古流行文化的超级轰趴，梗多的数不过来，如果你是这方面受众，观影就会像嗑药一样爽，整部电影就是个大彩蛋，斯大爷姜还是老的辣啊，不剧透了，预告片展示的只是冰山一角，正片更多的惊喜！为了找梗也要二刷啊,2018-09-21 14:56:36.671124
1349189282,1,婴儿,4920389,456,3,2018-03-29 21:31:03,本来闪灵出来想给五星的。但是结尾太太太不给力了！一个这么牛逼的反乌托邦题材变成了警察抓坏人的过家家？拍了这么多就为了告诉大家“春节回家放下手机，多陪陪父母”？SHIT！,2018-09-21 14:56:36.675508
1349286182,1,朝阳区陆依萍,4920389,369,3,2018-03-30 00:12:18,电影还好，结尾不满意，绿洲应该毁掉吧！《闪灵》部分很精彩，但作为从小跳皮筋，看《情深深雨蒙蒙》，《男生女生》杂志长大的女孩子，想要真正get到《头号玩家》的high点，真的太难了...#二刷又在影院体会了一下：孤单是一个人的狂欢，狂欢是一群人的孤单，所以散场后还蛮百感交集的#,2018-09-21 14:56:36.680444
1348266617,1,津五渡,4920389,420,5,2018-03-27 22:18:00,全方位牛逼，我甚至想不到任何一个给四星的理由。迷影为游戏服务，里面的迷影梗让人会心一笑，虽不玩游戏，但是里面的游戏情节也能让我热血沸腾。特别燃，抓住了游戏的精髓，团队和胜利，最感动的是足够关照现实，让生活更美好。远超被提高的预期，最后竟然泪目，已经分不清是感动还是兴奋。,2018-09-21 14:56:36.685287
1349247116,1,CyberKnight电子骑士,4920389,340,5,2018-03-29 23:04:58,简直不像70多岁导演作品！充满活力和创造性。对VR题材最出色的电影呈现。是对从80到2000年代电子游戏、桌游、动漫、摇滚乐、迷影等亚文化的巡礼！老斯鼎盛时期《夺宝奇兵》《侏罗纪公园》等之后又一经典商业片！除结尾略弱，主题不够深入等遗憾，可以说与《阿凡达》《疯狂麦克斯4》一样有着重要的意义,2018-09-21 14:56:36.690240
1349217240,1,恶魔奶爸Sam,4920389,329,3,2018-03-29 22:17:32,全世界对抗马化腾！,2018-09-21 14:56:36.694878
1350414834,1,马泽尔法克尔,4920389,296,5,2018-03-31 23:28:15,11岁男童看《闪灵》，这究竟是人性的扭曲，还是道德的沦丧？,2018-09-21 14:56:36.699797
1349095247,1,木卫二,4920389,282,4,2018-03-29 17:45:23,情怀＋真理，无限彩蛋组成了爱游戏，我只爱Rosebud和237。237的调侃，忍不住在电影院笑出声了。尤其是剧透党，简直笑CRY。,2018-09-21 15:01:43.855212
1349381574,1,Arthur,4920389,311,2,2018-03-30 09:27:50,一星赛车一星闪灵，再往后就全是大人抓小孩的脑残戏码，何必非要照进现实，就不能好好做虚拟，然而这游戏也没法玩，Player1是单机没错但这主角光环也过头了，老歌老片老游戏我年纪太小情怀不来，看完电影的空虚倒是和打完一天游戏一致,2018-09-21 15:01:43.882387
1351016213,1,mlln,4920389,283,3,2018-04-01 22:40:43,我知道这个电影很用心地抛了很多回忆梗，但是......完全不是我的回忆啊。它要抛出一个葫芦娃、黑猫警长和太阳之子一起打架，我就给五星了。,2018-09-21 15:01:43.887147
1350488713,1,胤祥,4920389,218,3,2018-04-01 01:16:00,视听非常惊艳！甚至可能是今年最重要的代表电影潮流走向的作品，但整体而言全部毁在平庸套路的剧作上。关于VR如何在视听语言层面和思维层面影响电影，本片堪称迄今最佳例证。作为一部标准的青少年反乌托邦电影，迷影和大众文化的梗更多地带来的是令人厌恶的自恋，以及对反乌托邦主题的消解。,2018-09-21 15:01:43.893208
1349212477,1,SELVEN,4920389,303,5,2018-03-29 22:09:50,85/100 我和你们说，只花几十块人民币，就能享受到如此美好、诚意、动情、持续调动大脑的商业巨制，谁不去看谁就是傻子。虽然可能有些奇怪，但这部电影的泪点其实也很多，而且我衷心的感谢斯皮尔伯格，没有把这个献给几代娱乐粉丝的礼物变成一句全球化的口号。,2018-09-21 15:01:43.898205
1350526679,1,深巷卖樱桃儿,4920389,305,3,2018-04-01 04:08:04,别人都说好看的电影，你不能说一般般，不然就是杠精,2018-09-21 15:01:43.902416
1349227613,1,陀螺凡达可,4920389,216,4,2018-03-29 22:34:19,感叹的是斯匹堡把他那不变的童心和念旧情怀放置在如此具有时代感的科幻作品当中，看到最后甚至会为此动容。最牛逼的还是第二关，任何一个影迷都会臣服于那无与伦比的观影体验。,2018-09-21 15:01:43.908310
1349898153,1,Kat,4920389,213,1,2018-03-31 07:55:59,这哪是反乌托邦，这明明就是乌托邦：游戏里的妹子竟然真就一年龄相仿的妹子，你的队友全为了你的梦想而死，你成了新一代渣克伯格，抱着真人妹子玩各种play但是ban掉撸瑟们两天不许玩游戏，你是神。这完全他妈就一巨大的宅男春梦啊？！,2018-09-21 15:01:43.912332
1352867301,1,亚比煞,4920389,197,4,2018-04-05 12:48:20,其它都挺好。但是你拍了一部片，讲述了一个在游戏里找到挚友，搞到真爱，还一夜暴富成为人生赢家的故事，最后告诉我只有现实是唯一的真实，不觉得结论太苍白了吗？强行政治正确吧。,2018-09-21 15:01:43.917278
1344149864,1,舒农,4920389,243,3,2018-03-19 22:10:33,艺谋凯歌可以看看你们想要成为的人是怎么还可以有想象力的，尤其是艺谋。,2018-09-21 15:01:43.921475
1009273659,1,痞影人科莱昂,4920389,236,5,2018-03-29 21:48:06,准备把之前说过的关于斯皮尔伯格作品已然老气、工整之类的话统统收回，今晚计划着将老斯的头像挂在床头，跪着睡。几乎满足了对现代大片的一切想象，包括各种革新、致敬与彩蛋，第一把钥匙敬自己，第二把敬《闪灵》，第三把敬过往（像素游戏），绚烂至极终归于平淡。玫瑰花蕾的致敬梗让人看得热泪盈眶。,2018-09-21 15:01:43.925521
1344304966,1,阿哲系,4920389,232,2,2018-03-20 07:33:14,"我只是不理解斯导拍此部纯娱乐片的用意，有必要他来这么拥抱虚拟的，特效的，游戏的，娱乐的世界吗... “reality is real”, and there was none here. ",2018-09-21 15:01:43.930787
1349938246,1,胡九点,4920389,252,5,2018-03-31 10:09:38,这游戏卖98是真的亏,2018-09-21 15:01:43.935595
1346150097,1,Linnnnnnnn,4920389,229,5,2018-03-23 23:47:40,老爷子一出手，同档期电影都给跪下哭着叫爸爸,2018-09-21 15:01:43.939921
1353888363,1,frozenmoon,4920389,144,3,2018-04-06 20:13:02,看过了，标记一下，非常理解那些热泪盈眶的人，但是作为不玩游戏的人，看着真是唤起不了什么感情。,2018-09-21 15:01:43.943949
1351513080,1,艾小柯,4920389,148,4,2018-04-02 21:23:54,游戏迷燃爆，情怀党涕醉，二者之外娱乐度沁人心脾，情节人物什么的则皆不可深究。《闪灵》的设计最妙，夜店尬舞一段最美，但最难忘的却是那个图书馆管理员。,2018-09-21 15:01:43.949163
1345052372,1,OCT IO≯,4920389,213,5,2018-03-21 18:38:21,好看到炸啊！复古元素和各种老梗犹如核爆余波般一次次冲击着大脑皮层！人物剧情节奏等几乎都没短板，最关键能让你从头high到尾！太不容易了…果然霓虹人民在死宅文化和整个游戏发展史上占有举足轻重的地位…话说这片真的跟细田守的SW相当神似，聚众反抗的桥段满满既视感…东亚三兄弟这回又没带棒子…,2018-09-21 15:01:43.954090
1349785745,1,雨前羽街,4920389,152,5,2018-03-30 23:39:18,这是一个老宅男珍惜好基友，而他的继任者为了女人每周关服两次的故事。怎么说呢，现充都得死！！！！！,2018-09-21 15:01:43.958678
1351098366,1,野象小姐,4920389,165,5,2018-04-02 00:31:00,三道关卡正好教会三个最重要的哲理。一是“退一步海阔天空”，二是“喜欢的女孩要勇敢吻下去”，三是“Real life is Real”。,2018-09-21 15:01:43.964583
1349988085,1,米粒,4920389,150,4,2018-03-31 11:53:15,亚文化不分国界，死宅世界为家，高达跳出来的时候全场欢呼哈哈，这电影给人感觉就像自己以前做的混搭大梦成真了。各种梗和彩蛋眼花缭乱，倒也能弥补剧情的相对老套。尤其闪灵那段实在是太有趣了，而且不管看没看过的观众都有被照顾到。如果我打这个游戏，估计就在第二关无限循环了！,2018-09-21 15:01:43.969092
1351445528,1,黄青蕉,4920389,130,4,2018-04-02 18:59:35,大导演的珍贵之处，在于可以任性的实现原本大家觉得不可能实现但又满心憧憬的东西，AKA造梦。斯皮尔伯格可以的，可爱度直逼李安了！,2018-09-21 15:01:44.740950
1351648253,1,曾良君,4920389,131,4,2018-04-03 01:43:54,没解释男主角是谁之前，我一直以为是最终幻想里的克劳德。,2018-09-21 15:01:44.786032
1342194667,1,玛丽莲·孟获,4920389,175,4,2018-03-19 19:38:54,好吧老贼，这次算被你煽到了…,2018-09-21 15:01:44.792742
1350938934,1,西楼尘,4920389,122,4,2018-04-01 20:55:57,穿上触感战衣，得到的是一种幻觉还是感觉；带上AR眼镜，进入的是一款游戏还是一个世界？凋败的现实里人们沉浸绿洲，去破解一场谜题，比拼一次竞速，体会闪灵凶宅的战栗，感受舞池狂欢的绚烂。这里人人都能变身，处处都可穿越。唯有红白机前的小孩没改变，关于她的回忆不能穿越，一个叫初心一个叫遗憾。,2018-09-21 15:01:44.798005
1349591017,1,肥肥鱼,4920389,159,5,2018-03-30 17:50:29,想打十星~越过华美彩蛋的海洋，回到最初角落里，男孩子、小电视和游戏机。那里是对世界想象的起源，打开窗不是灰暗天气，而是随时愿意启程的快乐与勇气。,2018-09-21 15:01:44.802861
1350024987,1,七颗栗子,4920389,122,4,2018-03-31 13:06:03,好莱坞毕竟理想，美少女线下依然是美少女，所以你才能回到现实。在工厂里，我曾听到几个年轻的流水线工人认真讨论着“团队合作”，细一听，是在讲游戏。我想对越来越多人来说，游戏和网络才是“回到”的地方。比现实的关系更提供归属感，比现实的工作更满足效能需求，比现实的你更不像机器。,2018-09-21 15:04:19.326537
1349730025,1,三心,4920389,152,4,2018-03-30 22:27:08,71岁，世界上地位最高的导演，拍出这样一部回归初心、畅想未来、嗨到极致的电影，值得敬佩。童心最宝贵，这是一部世纪流行文化编年史，也是属于斯皮尔伯格的玫瑰花蕾。我要是他，这辈子都没遗憾了。闪灵还原超赞，看到世上第一个游戏彩蛋那里开始泪目，还有关底的设计师童年小屋……戳心了。巨幕很爽！,2018-09-21 15:04:19.332149
1349828410,1,shininglove,4920389,108,4,2018-03-31 00:47:51,原来这世上有那么多人热爱《闪灵》。有人选择在废墟里重寻宝藏，在记忆里游戏穿梭，有人借用它当ID，十年如一日。终有一天，泪眼相聚。,2018-09-21 15:04:19.337072
1351481630,1,王小能,4920389,91,3,2018-04-02 20:21:26,视效很漂亮，共鸣感不高。导演用心肯定不坏，“游戏宅并不是鲁蛇，而是有革命性的年轻人来的”，最后依然要“小玩怡情大玩伤身”，反托拉斯的战斗精神弱到没有说服力。漂亮妹子脸上有个淡淡胎记不值得大惊小怪，阿尔忒弥斯在现实中真是个体重250住妈妈地下室的中年大叔才有意思不是吗？,2018-09-21 15:04:19.341456
1350398828,1,张嘟嘟,4920389,154,5,2018-03-31 23:09:54,想知道打一颗星的心路历程,2018-09-21 15:04:19.345798
1347636936,1,王写写,4920389,133,5,2018-03-26 16:53:15,牛逼疯了！看完浑身发抖！毁灭公爵！星际争霸！钢铁巨人！金刚！忍者龟！阿卡姆骑士！66年蝙蝠车！哈莉奎茵！甲壳虫汁！阿基拉！高达大战机械哥斯拉！回到未来的车和博士都出场了！猎空还有特写！以及老古董雅达利主机！真正的彩蛋狂欢！娱乐史的赞歌！好想在影院按下暂停键！主旨其实是防沉迷系统~,2018-09-21 15:04:19.351682
1350080502,1,渡边。,4920389,107,5,2018-03-31 14:55:49,还是那句话，美妙人生的关键，就在于你能迷上什么东西。而你在小时候迷过的游戏，年轻时爱上的电影，总会在某个时刻回到未来，带给你热泪盈眶的惊喜。,2018-09-21 15:04:19.356916
1348280393,1,谢谢你们的鱼,4920389,115,5,2018-03-27 22:41:32,140分钟爽满全场，电影中的人物找游戏彩蛋，银幕前的我们找电影中的彩蛋，斯皮尔伯格用60后喜欢的音乐与电影，8090后喜爱的动漫和游戏以及00后喜欢的视觉奇观创造了年度最炸裂的娱乐大片，画面想象力更是无边无际，震撼到下巴掉地上！,2018-09-21 15:04:19.361236
1350841933,1,AT,4920389,82,1,2018-04-01 18:09:00,以前的弱智片只是弱智，现在的弱智片还要假装自己关心族群联合与工人运动，为他们感到累,2018-09-21 15:04:19.366830
1348250249,1,不小可,4920389,122,3,2018-03-27 21:48:29,果然死宅的世界只有中二最懂,2018-09-21 15:04:19.372414
1135270710,1,外国乐器演奏员,4920389,105,1,2018-03-30 19:10:18,这部电影自带VR效果，因为整部电影本身就是一个在电影院里给女朋友科普你最喜欢作品里最不言而喻的梗的傻逼半吊子直男。一星给本爹。,2018-09-21 15:04:19.377235
1354919970,1,张天翼,4920389,82,5,2018-04-08 11:53:02,距离2045年只有27年了，好激动！到时我要去绿洲里的银翼杀手区和黑客帝国区爽到死。,2018-09-21 15:04:19.383682
1348118396,1,蒜 | BOY A,4920389,123,5,2018-03-27 16:30:25,彩蛋多到眼花缭乱，一场游戏、动漫、电影、科幻、电子乐的视听盛宴，想象力燃爆，随时都有惊喜随时都想尖叫。影片在现实和游戏间穿梭，既像一个万花筒，也是一个盛大的主题乐园和五彩斑斓的博物馆，既有对社会现实，科技未来，亲密关系的反思，但内核依旧是“孩童导演”斯皮尔伯格的“人本”和“童真”,2018-09-21 15:04:19.393034
1348839459,1,弗朗索瓦张。,4920389,117,4,2018-03-29 02:59:46,看着影厅里的00后小孩突然觉得可怜：他们对这片里的梗到底能看懂多少呢？法国不愧是影迷之国，闪灵一场整个电影院都高潮了。扣一星是因为第三把钥匙没有前两把有创意，略略挑个刺。PS:我没看出那个黑人是女生我错了。。。,2018-09-21 15:04:20.570332
1348393854,1,李濛Lemon,4920389,118,5,2018-03-28 07:47:07,一部靠彩蛋组成的电影，从头到尾都是非常高级的致敬，已经数不清有多少个地方看得头皮发麻了。看媒体场的时候，身边都是此起彼伏的“卧槽”。全五星奉上，感谢斯皮尔伯格造了一场迷影者的梦。,2018-09-21 15:04:20.630756
1341148342,1,木由,4920389,103,5,2018-03-29 04:15:16,法国第一天上映，拖着朋友一起看。看后讨论，两个喜欢，一个不喜欢，我在中间做和事佬，口口声声说大家都有表达意见的权利嘛，心里暗搓搓想着胆敢不喜欢这部电影哼再也不要和你玩了。,2018-09-21 15:04:20.638775
1349713596,1,游牧人·芳汀,4920389,89,4,2018-03-30 22:03:59,#电影院#游戏是一时的，生活却是永远的。无论我在黑漆漆的电影院看得多么开心，散场灯光亮起，瞬间就回到这远比游戏打通关还要漫长而艰难的人生，一下子就忧郁起来，如果游戏和电影永远都不会结束该多好哇。看到哈利迪最后向韦德述说他不擅长和别人交流那一段时泪目，只有死宅才能理解另一个死宅的孤独,2018-09-21 15:04:20.643848
1349732773,1,恶魔的步调,4920389,75,5,2018-03-30 22:30:54,真的非常oldschool…一小时三四分钟开始的那第二把钥匙的六七分钟闪灵真是太让人满足了，两段主题配乐真是听得人热泪盈眶…这个世界上存在两种库布里克粉，一种是9000型，另一种是237型，诺兰是前种，史皮尔伯格我倾向于是后种。,2018-09-21 15:04:20.649390
1350078316,1,大海里的针,4920389,91,4,2018-03-31 14:51:28,爆肝玩家大战未来马化腾，101组织=未来腾讯。反派：加入我，再充五千万，我能让你更强。主角：对不起，我有欧气。结局防沉迷系统充分证明了我朝的先见之明。剧情其实很一般，但是赛道倒车那段就引起我的共鸣了，以前玩跑跑卡丁车的时候就喜欢倒着跑。,2018-09-21 15:04:20.654149
1349825139,1,Paco,4920389,69,4,2018-03-31 00:42:10,冷静下来都知道本质上还是一部站在巨人肩膀上的矮子电影。但在这个多数好电影成不了巨人，其他坏电影又甘愿只做矮子的平庸年代，它的能量注定数倍于本身，又怎会不激动人心。多处收获空前观影体验却没五星是因为《闪灵》那段把我看早泄后就确实没再硬起来。想跪求斯大爷留我在第二关把影史玩上一辈子。→2018.7.30三刷。,2018-09-21 15:04:20.660037
1352036856,1,华夏海鲜自助,4920389,65,2,2018-04-03 22:02:18,任天堂牛逼！拒绝参与屎秀,2018-09-21 15:04:20.664795
1351311611,1,文泽尔,4920389,65,4,2018-04-02 13:57:23,别的不说了 就想问什么时候能玩上,2018-09-21 15:04:20.670184
1349876332,1,Human,4920389,87,5,2018-03-31 03:59:05,这分数绝对虚高了，因为打五星那些人绝对都是死宅。,2018-09-21 15:04:20.674790
1354958184,1,维舟,4920389,57,3,2018-04-08 13:16:06,集各种政治正确和商业娱乐元素于一身，很会讲故事，但也不免取巧。缺乏让人过目难忘的创新，“游戏只是对现实的逃避”这一观点无疑很保守。结尾的说教有几分虚伪，因为很讽刺的，它明知观众喜欢的正是游戏中的惊险刺激——这就像《金瓶梅》看到最后，才发现作者说用意在戒淫。,2018-09-21 15:04:20.679585
1350722725,1,Pearciac,4920389,75,3,2018-04-01 14:28:45,说着号召大家回归现实，80%时间还是在描绘游戏世界多绚丽，看完了有种空虚感。,2018-09-21 15:04:20.683758
1349468856,1,路西法尔,4920389,71,4,2018-03-30 13:10:22,我知道我们都在逃避，消费主义只能加速世界的毁灭，连我也是购买了两个半小时的遗忘，将这个恶心的世界关在电影院门外。当一辈子氪金肥宅还是十秒钟的高达，这是一个问题。,2018-09-21 15:04:20.689274
1350886469,1,乔纳森,4920389,74,2,2018-04-01 19:31:55,对不起。一点都不喜欢。,2018-09-21 15:04:20.694917
1343376129,1,820923,4920389,94,5,2018-03-30 17:09:44,斯皮尔伯格用这个电影告诉你，你大爷还是你大爷,2018-09-21 15:04:20.700205
1350307591,1,慕容复,4920389,70,5,2018-03-31 21:24:09,说真的，上一次让我如此激动的看一部电影还是中学时第一次去电影院看《魔戒2》，看完本片我的愿望只有两个：VR的游戏世界快快到来，以及那个VR时代最后胜利的公司不是某热衷于搞黄金会员的游戏公司。,2018-09-21 15:04:20.704837
